Restoring modules from user's fosscuda111, for system: "farnam-rhel7"
[2,   170] train loss: 0.976
[2,   175] train loss: 0.971
[2,   180] train loss: 0.970
[2,   185] train loss: 0.984
[2,   190] train loss: 0.977
[2,   195] train loss: 0.973
[2,   200] train loss: 0.977
[2,   205] train loss: 0.972
[2,   210] train loss: 0.978
[2,   215] train loss: 0.969
[2,   220] train loss: 0.983
[2,   225] train loss: 0.977
[2,   230] train loss: 0.979
[2,   235] train loss: 0.975
[2,   240] train loss: 0.966
[2,   245] train loss: 0.973
[2,   250] train loss: 0.971
[2,   255] train loss: 0.972
[2,   260] train loss: 0.970
[2,   265] train loss: 0.977
[2,   270] train loss: 0.981
[2,   275] train loss: 0.966
[2,   280] train loss: 0.976
[2,   285] train loss: 0.970
[2,   290] train loss: 0.974
[2,   295] train loss: 0.974
[2,   300] train loss: 0.969
[2,   305] train loss: 0.975
[2,   310] train loss: 0.975
[2,   315] train loss: 0.969
[2,   320] train loss: 0.977
[2,   325] train loss: 0.970
[2,   330] train loss: 0.965
Finished Training
[2,     5] test loss: 0.970
[2,    10] test loss: 0.975
[2,    15] test loss: 0.978
[2,    20] test loss: 0.982
[2,    25] test loss: 0.973
[2,    30] test loss: 0.980
[2,    35] test loss: 0.983
[2,    40] test loss: 0.973
[2,    45] test loss: 0.977
[2,    50] test loss: 0.971
[2,    55] test loss: 0.978
[2,    60] test loss: 0.969
[2,    65] test loss: 0.966
[2,    70] test loss: 0.967
[2,    75] test loss: 0.974
[2,    80] test loss: 0.967
[2,    85] test loss: 0.966
[2,    90] test loss: 0.975
[2,    95] test loss: 0.975
[2,   100] test loss: 0.970
[2,   105] test loss: 0.981
[2,   110] test loss: 0.975
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 108.09s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[3,     5] train loss: 0.982
[3,    10] train loss: 0.972
[3,    15] train loss: 0.974
[3,    20] train loss: 0.973
[3,    25] train loss: 0.976
[3,    30] train loss: 0.968
[3,    35] train loss: 0.971
[3,    40] train loss: 0.968
[3,    45] train loss: 0.967
[3,    50] train loss: 0.970
[3,    55] train loss: 0.979
[3,    60] train loss: 0.971
[3,    65] train loss: 0.969
[3,    70] train loss: 0.969
[3,    75] train loss: 0.978
[3,    80] train loss: 0.974
[3,    85] train loss: 0.976
[3,    90] train loss: 0.972
[3,    95] train loss: 0.971
[3,   100] train loss: 0.969
[3,   105] train loss: 0.972
[3,   110] train loss: 0.977
[3,   115] train loss: 0.976
[3,   120] train loss: 0.980
[3,   125] train loss: 0.976
[3,   130] train loss: 0.971
[3,   135] train loss: 0.973
[3,   140] train loss: 0.974
[3,   145] train loss: 0.973
[3,   150] train loss: 0.969
[3,   155] train loss: 0.975
[3,   160] train loss: 0.971
[3,   165] train loss: 0.968
[3,   170] train loss: 0.977
[3,   175] train loss: 0.980
[3,   180] train loss: 0.973
[3,   185] train loss: 0.973
[3,   190] train loss: 0.977
[3,   195] train loss: 0.974
[3,   200] train loss: 0.974
[3,   205] train loss: 0.976
[3,   210] train loss: 0.970
[3,   215] train loss: 0.971
[3,   220] train loss: 0.969
[3,   225] train loss: 0.977
[3,   230] train loss: 0.973
[3,   235] train loss: 0.973
[3,   240] train loss: 0.970
[3,   245] train loss: 0.971
[3,   250] train loss: 0.968
[3,   255] train loss: 0.970
[3,   260] train loss: 0.969
[3,   265] train loss: 0.980
[3,   270] train loss: 0.970
[3,   275] train loss: 0.974
[3,   280] train loss: 0.972
[3,   285] train loss: 0.974
[3,   290] train loss: 0.969
[3,   295] train loss: 0.977
[3,   300] train loss: 0.973
[3,   305] train loss: 0.973
[3,   310] train loss: 0.974
[3,   315] train loss: 0.971
[3,   320] train loss: 0.967
[3,   325] train loss: 0.968
[3,   330] train loss: 0.968
Finished Training
[3,     5] test loss: 0.969
[3,    10] test loss: 0.979
[3,    15] test loss: 0.966
[3,    20] test loss: 0.968
[3,    25] test loss: 0.970
[3,    30] test loss: 0.972
[3,    35] test loss: 0.981
[3,    40] test loss: 0.977
[3,    45] test loss: 0.971
[3,    50] test loss: 0.969
[3,    55] test loss: 0.978
[3,    60] test loss: 0.970
[3,    65] test loss: 0.972
[3,    70] test loss: 0.974
[3,    75] test loss: 0.974
[3,    80] test loss: 0.977
[3,    85] test loss: 0.976
[3,    90] test loss: 0.975
[3,    95] test loss: 0.973
[3,   100] test loss: 0.971
[3,   105] test loss: 0.984
[3,   110] test loss: 0.981
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 107.69s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[4,     5] train loss: 0.975
[4,    10] train loss: 0.972
[4,    15] train loss: 0.976
[4,    20] train loss: 0.973
[4,    25] train loss: 0.975
[4,    30] train loss: 0.979
[4,    35] train loss: 0.968
[4,    40] train loss: 0.970
[4,    45] train loss: 0.971
[4,    50] train loss: 0.972
[4,    55] train loss: 0.974
[4,    60] train loss: 0.979
[4,    65] train loss: 0.983
[4,    70] train loss: 0.970
[4,    75] train loss: 0.980
[4,    80] train loss: 0.974
[4,    85] train loss: 0.974
[4,    90] train loss: 0.974
[4,    95] train loss: 0.974
[4,   100] train loss: 0.969
[4,   105] train loss: 0.972
[4,   110] train loss: 0.971
[4,   115] train loss: 0.966
[4,   120] train loss: 0.973
[4,   125] train loss: 0.967
[4,   130] train loss: 0.973
[4,   135] train loss: 0.978
[4,   140] train loss: 0.973
[4,   145] train loss: 0.974
[4,   150] train loss: 0.965
[4,   155] train loss: 0.971
[4,   160] train loss: 0.967
[4,   165] train loss: 0.976
[4,   170] train loss: 0.973
[4,   175] train loss: 0.970
[4,   180] train loss: 0.972
[4,   185] train loss: 0.971
[4,   190] train loss: 0.970
[4,   195] train loss: 0.968
[4,   200] train loss: 0.975
[4,   205] train loss: 0.970
[4,   210] train loss: 0.977
[4,   215] train loss: 0.966
[4,   220] train loss: 0.974
[4,   225] train loss: 0.972
[4,   230] train loss: 0.965
[4,   235] train loss: 0.971
[4,   240] train loss: 0.966
[4,   245] train loss: 0.972
[4,   250] train loss: 0.973
[4,   255] train loss: 0.969
[4,   260] train loss: 0.974
[4,   265] train loss: 0.974
[4,   270] train loss: 0.974
[4,   275] train loss: 0.967
[4,   280] train loss: 0.971
[4,   285] train loss: 0.982
[4,   290] train loss: 0.971
[4,   295] train loss: 0.980
[4,   300] train loss: 0.972
[4,   305] train loss: 0.966
[4,   310] train loss: 0.980
[4,   315] train loss: 0.965
[4,   320] train loss: 0.975
[4,   325] train loss: 0.973
[4,   330] train loss: 0.970
Finished Training
[4,     5] test loss: 0.974
[4,    10] test loss: 0.970
[4,    15] test loss: 0.978
[4,    20] test loss: 0.972
[4,    25] test loss: 0.975
[4,    30] test loss: 0.975
[4,    35] test loss: 0.969
[4,    40] test loss: 0.974
[4,    45] test loss: 0.976
[4,    50] test loss: 0.971
[4,    55] test loss: 0.968
[4,    60] test loss: 0.974
[4,    65] test loss: 0.972
[4,    70] test loss: 0.981
[4,    75] test loss: 0.970
[4,    80] test loss: 0.975
[4,    85] test loss: 0.973
[4,    90] test loss: 0.976
[4,    95] test loss: 0.976
[4,   100] test loss: 0.978
[4,   105] test loss: 0.976
[4,   110] test loss: 0.974
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 107.91s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[5,     5] train loss: 0.977
[5,    10] train loss: 0.969
[5,    15] train loss: 0.974
[5,    20] train loss: 0.972
[5,    25] train loss: 0.978
[5,    30] train loss: 0.970
[5,    35] train loss: 0.973
[5,    40] train loss: 0.971
[5,    45] train loss: 0.969
[5,    50] train loss: 0.972
[5,    55] train loss: 0.973
[5,    60] train loss: 0.967
[5,    65] train loss: 0.966
[5,    70] train loss: 0.969
[5,    75] train loss: 0.978
[5,    80] train loss: 0.975
[5,    85] train loss: 0.980
[5,    90] train loss: 0.978
[5,    95] train loss: 0.967
[5,   100] train loss: 0.970
[5,   105] train loss: 0.967
[5,   110] train loss: 0.975
[5,   115] train loss: 0.971
[5,   120] train loss: 0.965
[5,   125] train loss: 0.972
[5,   130] train loss: 0.970
[5,   135] train loss: 0.975
[5,   140] train loss: 0.972
[5,   145] train loss: 0.971
[5,   150] train loss: 0.969
[5,   155] train loss: 0.975
[5,   160] train loss: 0.970
[5,   165] train loss: 0.978
[5,   170] train loss: 0.973
[5,   175] train loss: 0.967
[5,   180] train loss: 0.978
[5,   185] train loss: 0.974
[5,   190] train loss: 0.972
[5,   195] train loss: 0.972
[5,   200] train loss: 0.969
[5,   205] train loss: 0.971
[5,   210] train loss: 0.978
[5,   215] train loss: 0.962
[5,   220] train loss: 0.974
[5,   225] train loss: 0.974
[5,   230] train loss: 0.967
[5,   235] train loss: 0.975
[5,   240] train loss: 0.972
[5,   245] train loss: 0.973
[5,   250] train loss: 0.974
[5,   255] train loss: 0.966
[5,   260] train loss: 0.976
[5,   265] train loss: 0.967
[5,   270] train loss: 0.975
[5,   275] train loss: 0.971
[5,   280] train loss: 0.981
[5,   285] train loss: 0.975
[5,   290] train loss: 0.971
[5,   295] train loss: 0.966
[5,   300] train loss: 0.969
[5,   305] train loss: 0.978
[5,   310] train loss: 0.978
[5,   315] train loss: 0.970
[5,   320] train loss: 0.974
[5,   325] train loss: 0.976
[5,   330] train loss: 0.977
Finished Training
[5,     5] test loss: 0.970
[5,    10] test loss: 0.967
[5,    15] test loss: 0.979
[5,    20] test loss: 0.973
[5,    25] test loss: 0.967
[5,    30] test loss: 0.976
[5,    35] test loss: 0.974
[5,    40] test loss: 0.974
[5,    45] test loss: 0.974
[5,    50] test loss: 0.973
[5,    55] test loss: 0.975
[5,    60] test loss: 0.978
[5,    65] test loss: 0.977
[5,    70] test loss: 0.977
[5,    75] test loss: 0.969
[5,    80] test loss: 0.972
[5,    85] test loss: 0.977
[5,    90] test loss: 0.974
[5,    95] test loss: 0.973
[5,   100] test loss: 0.973
[5,   105] test loss: 0.977
[5,   110] test loss: 0.976
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 107.81s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[6,     5] train loss: 0.973
[6,    10] train loss: 0.974
[6,    15] train loss: 0.969
[6,    20] train loss: 0.970
[6,    25] train loss: 0.974
[6,    30] train loss: 0.970
[6,    35] train loss: 0.980
[6,    40] train loss: 0.959
[6,    45] train loss: 0.980
[6,    50] train loss: 0.972
[6,    55] train loss: 0.971
[6,    60] train loss: 0.963
[6,    65] train loss: 0.973
[6,    70] train loss: 0.972
[6,    75] train loss: 0.978
[6,    80] train loss: 0.969
[6,    85] train loss: 0.967
[6,    90] train loss: 0.970
[6,    95] train loss: 0.972
[6,   100] train loss: 0.978
[6,   105] train loss: 0.972
[6,   110] train loss: 0.975
[6,   115] train loss: 0.976
[6,   120] train loss: 0.974
[6,   125] train loss: 0.969
[6,   130] train loss: 0.974
[6,   135] train loss: 0.972
[6,   140] train loss: 0.976
[6,   145] train loss: 0.972
[6,   150] train loss: 0.969
[6,   155] train loss: 0.977
[6,   160] train loss: 0.972
[6,   165] train loss: 0.970
[6,   170] train loss: 0.975
[6,   175] train loss: 0.980
[6,   180] train loss: 0.981
[6,   185] train loss: 0.973
[6,   190] train loss: 0.977
[6,   195] train loss: 0.962
[6,   200] train loss: 0.972
[6,   205] train loss: 0.974
[6,   210] train loss: 0.969
[6,   215] train loss: 0.974
[6,   220] train loss: 0.971
[6,   225] train loss: 0.966
[6,   230] train loss: 0.964
[6,   235] train loss: 0.972
[6,   240] train loss: 0.968
[6,   245] train loss: 0.972
[6,   250] train loss: 0.970
[6,   255] train loss: 0.976
[6,   260] train loss: 0.972
[6,   265] train loss: 0.972
[6,   270] train loss: 0.970
[6,   275] train loss: 0.979
[6,   280] train loss: 0.976
[6,   285] train loss: 0.977
[6,   290] train loss: 0.968
[6,   295] train loss: 0.981
[6,   300] train loss: 0.978
[6,   305] train loss: 0.971
[6,   310] train loss: 0.971
[6,   315] train loss: 0.973
[6,   320] train loss: 0.967
[6,   325] train loss: 0.974
[6,   330] train loss: 0.969
Finished Training
[6,     5] test loss: 0.974
[6,    10] test loss: 0.984
[6,    15] test loss: 0.976
[6,    20] test loss: 0.975
[6,    25] test loss: 0.972
[6,    30] test loss: 0.971
[6,    35] test loss: 0.976
[6,    40] test loss: 0.965
[6,    45] test loss: 0.971
[6,    50] test loss: 0.971
[6,    55] test loss: 0.979
[6,    60] test loss: 0.974
[6,    65] test loss: 0.972
[6,    70] test loss: 0.975
[6,    75] test loss: 0.976
[6,    80] test loss: 0.973
[6,    85] test loss: 0.974
[6,    90] test loss: 0.974
[6,    95] test loss: 0.971
[6,   100] test loss: 0.972
[6,   105] test loss: 0.975
[6,   110] test loss: 0.972
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 107.93s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[7,     5] train loss: 0.979
[7,    10] train loss: 0.972
[7,    15] train loss: 0.976
[7,    20] train loss: 0.975
[7,    25] train loss: 0.967
[7,    30] train loss: 0.975
[7,    35] train loss: 0.974
[7,    40] train loss: 0.971
[7,    45] train loss: 0.979
[7,    50] train loss: 0.970
[7,    55] train loss: 0.982
[7,    60] train loss: 0.970
[7,    65] train loss: 0.968
[7,    70] train loss: 0.974
[7,    75] train loss: 0.974
[7,    80] train loss: 0.974
[7,    85] train loss: 0.969
[7,    90] train loss: 0.971
[7,    95] train loss: 0.974
[7,   100] train loss: 0.980
[7,   105] train loss: 0.967
[7,   110] train loss: 0.978
[7,   115] train loss: 0.972
[7,   120] train loss: 0.975
[7,   125] train loss: 0.973
[7,   130] train loss: 0.971
[7,   135] train loss: 0.978
[7,   140] train loss: 0.977
[7,   145] train loss: 0.967
[7,   150] train loss: 0.974
[7,   155] train loss: 0.973
[7,   160] train loss: 0.975
[7,   165] train loss: 0.979
[7,   170] train loss: 0.972
[7,   175] train loss: 0.963
[7,   180] train loss: 0.974
[7,   185] train loss: 0.972
[7,   190] train loss: 0.971
[7,   195] train loss: 0.972
[7,   200] train loss: 0.963
[7,   205] train loss: 0.973
[7,   210] train loss: 0.968
[7,   215] train loss: 0.966
[7,   220] train loss: 0.975
[7,   225] train loss: 0.970
[7,   230] train loss: 0.966
[7,   235] train loss: 0.961
[7,   240] train loss: 0.966
[7,   245] train loss: 0.970
[7,   250] train loss: 0.975
[7,   255] train loss: 0.974
[7,   260] train loss: 0.976
[7,   265] train loss: 0.972
[7,   270] train loss: 0.978
[7,   275] train loss: 0.974
[7,   280] train loss: 0.975
[7,   285] train loss: 0.973
[7,   290] train loss: 0.974
[7,   295] train loss: 0.967
[7,   300] train loss: 0.971
[7,   305] train loss: 0.968
[7,   310] train loss: 0.957
[7,   315] train loss: 0.972
[7,   320] train loss: 0.973
[7,   325] train loss: 0.972
[7,   330] train loss: 0.974
Finished Training
[7,     5] test loss: 0.972
[7,    10] test loss: 0.973
[7,    15] test loss: 0.975
[7,    20] test loss: 0.980
[7,    25] test loss: 0.973
[7,    30] test loss: 0.975
[7,    35] test loss: 0.973
[7,    40] test loss: 0.974
[7,    45] test loss: 0.971
[7,    50] test loss: 0.976
[7,    55] test loss: 0.967
[7,    60] test loss: 0.971
[7,    65] test loss: 0.979
[7,    70] test loss: 0.972
[7,    75] test loss: 0.968
[7,    80] test loss: 0.979
[7,    85] test loss: 0.975
[7,    90] test loss: 0.971
[7,    95] test loss: 0.978
[7,   100] test loss: 0.971
[7,   105] test loss: 0.980
[7,   110] test loss: 0.971
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 108.22s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[8,     5] train loss: 0.977
[8,    10] train loss: 0.967
[8,    15] train loss: 0.977
[8,    20] train loss: 0.973
[8,    25] train loss: 0.975
[8,    30] train loss: 0.971
[8,    35] train loss: 0.976
[8,    40] train loss: 0.978
[8,    45] train loss: 0.975
[8,    50] train loss: 0.973
[8,    55] train loss: 0.971
[8,    60] train loss: 0.972
[8,    65] train loss: 0.968
[8,    70] train loss: 0.973
[8,    75] train loss: 0.967
[8,    80] train loss: 0.965
[8,    85] train loss: 0.970
[8,    90] train loss: 0.970
[8,    95] train loss: 0.968
[8,   100] train loss: 0.973
[8,   105] train loss: 0.971
[8,   110] train loss: 0.972
[8,   115] train loss: 0.975
[8,   120] train loss: 0.974
[8,   125] train loss: 0.977
[8,   130] train loss: 0.970
[8,   135] train loss: 0.976
[8,   140] train loss: 0.979
[8,   145] train loss: 0.973
[8,   150] train loss: 0.973
[8,   155] train loss: 0.975
[8,   160] train loss: 0.973
[8,   165] train loss: 0.973
[8,   170] train loss: 0.977
[8,   175] train loss: 0.963
[8,   180] train loss: 0.970
[8,   185] train loss: 0.968
[8,   190] train loss: 0.975
[8,   195] train loss: 0.970
[8,   200] train loss: 0.976
[8,   205] train loss: 0.966
[8,   210] train loss: 0.976
[8,   215] train loss: 0.973
[8,   220] train loss: 0.972
[8,   225] train loss: 0.967
[8,   230] train loss: 0.967
[8,   235] train loss: 0.971
[8,   240] train loss: 0.970
[8,   245] train loss: 0.970
[8,   250] train loss: 0.968
[8,   255] train loss: 0.972
[8,   260] train loss: 0.974
[8,   265] train loss: 0.972
[8,   270] train loss: 0.980
[8,   275] train loss: 0.974
[8,   280] train loss: 0.966
[8,   285] train loss: 0.968
[8,   290] train loss: 0.973
[8,   295] train loss: 0.970
[8,   300] train loss: 0.973
[8,   305] train loss: 0.974
[8,   310] train loss: 0.978
[8,   315] train loss: 0.972
[8,   320] train loss: 0.972
[8,   325] train loss: 0.973
[8,   330] train loss: 0.971
Finished Training
[8,     5] test loss: 0.976
[8,    10] test loss: 0.971
[8,    15] test loss: 0.975
[8,    20] test loss: 0.972
[8,    25] test loss: 0.977
[8,    30] test loss: 0.971
[8,    35] test loss: 0.968
[8,    40] test loss: 0.973
[8,    45] test loss: 0.973
[8,    50] test loss: 0.971
[8,    55] test loss: 0.971
[8,    60] test loss: 0.973
[8,    65] test loss: 0.968
[8,    70] test loss: 0.973
[8,    75] test loss: 0.976
[8,    80] test loss: 0.975
[8,    85] test loss: 0.980
[8,    90] test loss: 0.981
[8,    95] test loss: 0.976
[8,   100] test loss: 0.976
[8,   105] test loss: 0.976
[8,   110] test loss: 0.966
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 108.23s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[9,     5] train loss: 0.976
[9,    10] train loss: 0.974
[9,    15] train loss: 0.970
[9,    20] train loss: 0.974
[9,    25] train loss: 0.976
[9,    30] train loss: 0.971
[9,    35] train loss: 0.971
[9,    40] train loss: 0.977
[9,    45] train loss: 0.970
[9,    50] train loss: 0.965
[9,    55] train loss: 0.967
[9,    60] train loss: 0.971
[9,    65] train loss: 0.971
[9,    70] train loss: 0.967
[9,    75] train loss: 0.968
[9,    80] train loss: 0.972
[9,    85] train loss: 0.973
[9,    90] train loss: 0.973
[9,    95] train loss: 0.970
[9,   100] train loss: 0.973
[9,   105] train loss: 0.980
[9,   110] train loss: 0.970
[9,   115] train loss: 0.973
[9,   120] train loss: 0.975
[9,   125] train loss: 0.976
[9,   130] train loss: 0.972
[9,   135] train loss: 0.973
[9,   140] train loss: 0.976
[9,   145] train loss: 0.972
[9,   150] train loss: 0.974
[9,   155] train loss: 0.976
[9,   160] train loss: 0.966
[9,   165] train loss: 0.972
[9,   170] train loss: 0.970
[9,   175] train loss: 0.970
[9,   180] train loss: 0.971
[9,   185] train loss: 0.966
[9,   190] train loss: 0.978
[9,   195] train loss: 0.965
[9,   200] train loss: 0.976
[9,   205] train loss: 0.975
[9,   210] train loss: 0.973
[9,   215] train loss: 0.978
[9,   220] train loss: 0.966
[9,   225] train loss: 0.971
[9,   230] train loss: 0.972
[9,   235] train loss: 0.973
[9,   240] train loss: 0.968
[9,   245] train loss: 0.976
[9,   250] train loss: 0.974
[9,   255] train loss: 0.972
[9,   260] train loss: 0.974
[9,   265] train loss: 0.976
[9,   270] train loss: 0.978
[9,   275] train loss: 0.966
[9,   280] train loss: 0.965
[9,   285] train loss: 0.966
[9,   290] train loss: 0.972
[9,   295] train loss: 0.970
[9,   300] train loss: 0.976
[9,   305] train loss: 0.962
[9,   310] train loss: 0.974
[9,   315] train loss: 0.977
[9,   320] train loss: 0.972
[9,   325] train loss: 0.977
[9,   330] train loss: 0.972
Finished Training
[9,     5] test loss: 0.973
[9,    10] test loss: 0.974
[9,    15] test loss: 0.971
[9,    20] test loss: 0.976
[9,    25] test loss: 0.976
[9,    30] test loss: 0.967
[9,    35] test loss: 0.974
[9,    40] test loss: 0.968
[9,    45] test loss: 0.973
[9,    50] test loss: 0.974
[9,    55] test loss: 0.974
[9,    60] test loss: 0.976
[9,    65] test loss: 0.980
[9,    70] test loss: 0.975
[9,    75] test loss: 0.979
[9,    80] test loss: 0.971
[9,    85] test loss: 0.970
[9,    90] test loss: 0.971
[9,    95] test loss: 0.974
[9,   100] test loss: 0.976
[9,   105] test loss: 0.977
[9,   110] test loss: 0.975
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
